Time Period,IR,RED
164.84,98814,139925
164.86,98745,139941
164.88,98790,140144
164.9,98816,139979
164.92,98784,139956
164.94,98808,140152
164.96,98831,140145
164.98,98818,140095
165,98764,139883
165.02,98711,140039
165.04,98748,139904
165.06,98669,139728
165.08,98643,139758
165.1,98717,139869
165.12,98690,139793
165.14,98629,139869
165.16,98776,139829
165.18,98708,139800
165.2,98741,139895
165.22,98675,139923
165.24,98712,139788
165.26,98640,139744
165.28,98731,139854
165.3,98763,139928
165.32,98733,139952
165.34,98721,139898
165.36,98630,139763
165.38,98599,139785
165.4,98662,139820
165.42,98684,139860
165.44,98626,139901
165.46,98749,139872
165.48,98723,139883
165.5,98692,139882
165.52,98708,139894
165.54,98700,139801
165.56,98687,139856
165.58,98644,139825
165.6,98816,140079
165.62,98776,139849
165.64,98787,140149
165.66,98752,139834
165.68,98763,139845
165.7,98770,139955
165.72,98768,140007
165.74,98763,140022
165.76,98858,140160
165.78,98780,139937
165.8,98697,139862
165.82,98672,139820
165.84,98663,139972
165.86,98777,139904
165.88,98747,139954
165.9,98751,139952
165.92,98671,139929
165.94,98748,140055
165.96,98820,140210
165.98,98850,140154
166,98846,140313
166.02,98848,139951
166.04,98728,139987
166.06,98803,139842
166.08,98739,139932
166.1,98752,139872
166.12,98691,139820
166.14,98834,139980
166.16,98728,140070
166.18,98871,140036
166.2,98832,140093
166.22,98744,139716
166.24,98668,139805
166.26,98690,139830
166.28,98740,139952
166.3,98798,139963
166.32,98752,139910
166.34,98725,139940
166.36,98767,140062
166.38,98779,139902
166.4,98804,140202
166.42,98789,139827
166.44,98743,139998
166.46,98817,140083
166.48,98836,140086
166.5,98824,140187
166.52,98922,140217
166.54,98796,140164
166.56,98838,140187
166.58,98787,140037
166.6,98800,140169
166.62,98806,139917
166.64,98795,140024
166.66,98835,140026
166.68,98781,139988
166.7,98747,140076
166.72,98808,140235
166.74,98806,140140
166.76,98776,140149
166.78,98758,139949
166.8,98714,140079
166.82,98769,139947
166.84,98744,139967
166.86,98723,140194
166.88,98941,140418
166.9,98933,140355
166.92,98856,140256
166.94,98904,140162
166.96,98795,139882
166.98,98666,139628
167,98551,139621
167.02,98598,139547
167.04,98598,139574
167.06,98705,139576
167.08,98634,139769
167.1,98726,139851
167.12,98679,139954
167.14,98729,139758
167.16,98769,139780
167.18,98649,139744
167.2,98740,139820
167.22,98783,139873
167.24,98818,139982
167.26,98898,140105
167.28,98852,139937
167.3,98758,139828
167.32,98851,139820
167.34,98737,139729
167.36,98775,139917
167.38,98816,139813
167.4,98834,139852
167.42,98744,139849
167.44,98677,139826
167.46,98777,139812
167.48,98744,139846
167.5,98759,140000
167.52,98828,140083
167.54,98831,139973
167.56,98806,140033
167.58,98833,140054
167.6,98757,140228
167.62,98921,140310
167.64,98883,140251
167.66,98864,140266
167.68,98881,140146
167.7,98828,140145
167.72,98796,139983
167.74,98768,139992
167.76,98813,140097
167.78,98850,140098
167.8,98818,140249
167.82,98884,140234
167.84,98870,140201
167.86,98866,140160
167.88,98814,140090
167.9,98889,140069
167.92,98839,140108
167.94,98798,140184
167.96,98886,140117
167.98,98851,140233
168,98873,140246
168.02,98972,140535
168.04,98867,140170
168.06,98956,140361
168.08,98961,140498
168.1,98917,140372
168.12,98930,140459
168.14,99022,140291
168.16,98906,140169
168.18,98958,140416
168.2,98991,140235
168.22,98883,140168
168.24,98932,140318
168.26,98910,140073
168.28,98774,139982
168.3,98856,140214
168.32,98895,140015
168.34,98836,140179
168.36,98715,139722
168.38,98814,140038
168.4,98776,139914
168.42,98873,139999
168.44,98890,140240
168.46,99013,140478
168.48,98956,140406
168.5,99023,140369
168.52,98957,140290
168.54,98901,140147
168.56,98820,139939
168.58,98837,140254
168.6,98964,14015498789
168.62,98751,139909
168.64,98824,139940
168.66,98765,139920
168.68,98853,140028
168.7,98802,139935
168.72,98836,140006
168.74,98835,139891
168.76,98855,139852
168.78,98842,140009
168.8,98792,140052
168.82,98854,139928
168.84,98839,139900
168.86,98848,140090
168.88,98958,140151
168.9,98852,139902
168.92,98763,139865
168.94,98805,139870
168.96,98728,139833
168.98,98773,139809
169,98731,139910
169.02,98852,139820
169.04,98805,140137
169.06,98841,139705
169.08,98736,139852
169.1,98857,139773
169.12,98799,139756
169.14,98795,139976
169.16,98814,139861
169.18,98849,140021
169.2,98843,139972
169.22,98849,139868
169.24,98794,139935
169.26,98903,139939
169.28,98902,140239
169.3,98919,140094
169.32,98831,139881
169.34,98824,139889
169.36,98833,139879
169.38,98806,139771
169.4,98812,139879
169.42,98857,139897
169.44,98823,139899
169.46,98806,139833
169.48,98798,139880
169.5,98851,139797
169.52,98757,139695
169.54,98772,139955
169.56,98865,140133
169.58,98867,140196
169.6,98952,140217
169.62,98868,140011
169.64,98833,139990
169.66,98900,139984
169.68,98853,140057
169.7,98885,140213
169.72,98888,139990
169.74,98797,139916
169.76,98779,139943
169.78,98854,139972
169.8,98852,139948
169.82,98845,139973
169.84,98875,139892
169.86,98832,139956
169.88,98802,139849
169.9,98827,139995
169.92,98839,139943
169.94,98861,140046
169.96,98826,140088
169.98,98880,140130
170,98902,140079
170.02,98880,139997
170.04,98834,140085
170.06,98870,139970
170.08,98799,140010
170.1,98898,140083
170.12,98929,139888
170.14,98813,139894
170.16,98752,139866
170.18,98874,139837
170.2,98779,139854
170.22,98800,139948
170.24,98812,139855
170.26,98814,139825
170.28,98834,140062
170.3,98946,140147
170.32,98838,139856
170.34,98850,140121
170.36,98924,140084
170.38,98881,140042
170.4,98890,140166
170.42,98927,140248
170.44,98927,140098
170.46,98920,139910
170.48,98822,139850
170.5,98844,139943
170.52,98846,139837
170.54,98758,139791
170.56,98892,139839
170.58,98838,139671
170.6,98789,139877
170.62,98751,139909
170.64,98824,139940
170.66,98765,139920
170.68,98853,140028
170.7,98802,139935
170.72,98836,140006
170.74,98835,139891
170.76,98855,139852
170.78,98842,140009
170.8,98792,140052
170.82,98854,139928
170.84,98839,139900
170.86,98848,140090
170.88,98958,140151
170.9,98852,139902
170.92,98763,139865
170.94,98805,139870
170.96,98728,139833
170.98,98773,139809
171,98731,139910
171.02,98852,139820
171.04,98805,140137
171.06,98841,139705
171.08,98736,139852
171.1,98857,139773
171.12,98799,139756
171.14,98795,139976
171.16,98814,139861
171.18,98849,140021
171.2,98843,139972
171.22,98849,139868
171.24,98794,139935
171.26,98903,139939
171.28,98902,140239
171.3,98919,140094
171.32,98831,139881
171.34,98824,139889
171.36,98833,139879
171.38,98806,139771
171.4,98812,139879
171.42,98857,139897
171.44,98823,139899
171.46,98806,139833
171.48,98798,139880
171.5,98851,139797
171.52,98757,139695
171.54,98772,139955
171.56,98865,140133
171.58,98867,140196
171.6,98952,140217
171.62,98868,140011
171.64,98833,139990
171.66,98900,139984
171.68,98853,140057
171.7,98885,140213
171.72,98888,139990
171.74,98797,139916
171.76,98779,139943
171.78,98854,139972
171.8,98852,139948
171.82,98845,139973
171.84,98875,139892
171.86,98832,139956
171.88,98802,139849
171.9,98827,139995
171.92,98839,139943
171.94,98861,140046
171.96,98826,140088
171.98,98880,140130
172,98902,140079
172.02,98880,139997
172.04,98834,140085
172.06,98870,139970
172.08,98799,140010
172.1,98898,140083
172.12,98929,139888
172.14,98813,139894
172.16,98752,139866
172.18,98874,139837
172.2,98779,139854
172.22,98800,139948
172.24,98812,139855
172.26,98814,139825
172.28,98834,140062
172.3,98946,140147
172.32,98838,139856
172.34,98850,140121
172.36,98924,140084
172.38,98881,140042
172.4,98890,140166
172.42,98927,140248
172.44,98927,140098
172.46,98920,139910
172.48,98822,139850
172.5,98844,139943
172.52,98846,139837
172.54,98758,139791
172.56,98892,139839
172.58,98838,139671
172.6,98773,139769
172.62,98802,139759
172.64,98803,139814
172.66,98751,139590
172.68,98774,139616
172.7,98719,139703
172.72,98886,139993
172.74,98897,139989
172.76,98790,139894
172.78,98809,139920
172.8,98832,139875
172.82,98816,139840
172.84,98858,140074
172.86,98890,140011
172.88,98873,140197
172.9,98964,139987
172.92,98859,139899
172.94,98849,139903
172.96,98832,139849
172.98,98750,139874
173,98825,139926
173.02,98836,139843
173.04,98835,140022
173.06,98915,139845
173.08,98786,139928
173.1,98800,139884
173.12,98764,139934
173.14,98797,139894
173.16,98754,139989
173.18,98909,140012
173.2,98860,139948
173.22,98850,140038
173.24,98868,139986
173.26,98861,139839
173.28,98861,140033
173.3,98871,139960
173.32,98840,140016
173.34,98833,139870
173.36,98864,139857
173.38,98789,139752
173.4,98714,139807
173.42,98819,139963
173.44,98839,140086
173.46,98873,140052
173.48,98841,139915
173.5,98838,139904
173.52,98851,139868
173.54,98916,140020
173.56,98856,139867
173.58,98812,139727
173.6,98790,139840
173.62,98937,140074
173.64,98908,140048
173.66,98857,140020
173.68,98935,140055
173.7,98912,139963
173.72,98851,139893
173.74,98889,139945
173.76,98808,139813
173.78,98768,139792
173.8,98847,140013
173.82,98890,139994
173.84,98832,139779
173.86,98863,140043
173.88,98835,139723
173.9,98793,139806
173.92,98808,139643
173.94,98734,139844
173.96,98948,140012
173.98,98878,139862
174,98844,140019
174.02,98862,139919
174.04,98849,139961
174.06,98800,139962
174.08,98928,139908
174.1,98885,140000
174.12,98834,139888
174.14,98870,139846
174.16,98838,139699
174.18,98810,139731
174.2,98798,139764
174.22,98803,139973
174.24,98809,139812
174.26,98760,139873
174.28,98827,139819
174.3,98819,139657
174.32,98760,139604
174.34,98714,139669
174.36,98760,139832
174.38,98898,140156
174.4,98905,140041
174.42,98863,139953
174.44,98804,140097
174.46,98898,140125
174.48,98931,140165
174.5,98863,139934
174.52,98956,140058
174.54,98940,139928
174.56,98920,140064
174.58,98935,139902
174.6,98789,139877
174.62,98751,139909
174.64,98824,139940
174.66,98765,139920
174.68,98853,140028
174.7,98802,139935
174.72,98836,140006
174.74,98835,139891
174.76,98855,139852
174.78,98842,140009
174.8,98792,140052
174.82,98854,139928
174.84,98839,139900
174.86,98848,140090
174.88,98958,140151
174.9,98852,139902
174.92,98763,139865
174.94,98805,139870
174.96,98728,139833
174.98,98773,139809
175,98731,139910
175.02,98852,139820
175.04,98805,140137
175.06,98841,139705
175.08,98736,139852
175.1,98857,139773
175.12,98799,139756
175.14,98795,139976
175.16,98814,139861
175.18,98849,140021
175.2,98843,139972
175.22,98849,139868
175.24,98794,139935
175.26,98903,139939
175.28,98902,140239
175.3,98919,140094
175.32,98831,139881
175.34,98824,139889
175.36,98833,139879
175.38,98806,139771
175.4,98812,139879
175.42,98857,139897
175.44,98823,139899
175.46,98806,139833
175.48,98798,139880
175.5,98851,139797
175.52,98757,139695
175.54,98772,139955
175.56,98865,140133
175.58,98867,140196
175.6,98952,140217
175.62,98868,140011
175.64,98833,139990
175.66,98900,139984
175.68,98853,140057
175.7,98885,140213
175.72,98888,139990
175.74,98797,139916
175.76,98779,139943
175.78,98854,139972
175.8,98852,139948
175.82,98845,139973
175.84,98875,139892
175.86,98832,139956
175.88,98802,139849
175.9,98827,139995
175.92,98839,139943
175.94,98861,140046
175.96,98826,140088
175.98,98880,140130
176,98902,140079
176.02,98880,139997
176.04,98834,140085
176.06,98870,139970
176.08,98799,140010
176.1,98898,140083
176.12,98929,139888
176.14,98813,139894
176.16,98752,139866
176.18,98874,139837
176.2,98779,139854
176.22,98800,139948
176.24,98812,139855
176.26,98814,139825
176.28,98834,140062
176.3,98946,140147
176.32,98838,139856
176.34,98850,140121
176.36,98924,140084
176.38,98881,140042
176.4,98890,140166
176.42,98927,140248
176.44,98927,140098
176.46,98920,139910
176.48,98822,139850
176.5,98844,139943
176.52,98846,139837
176.54,98758,139791
176.56,98892,139839
176.58,98838,139671
176.6,98773,139769
176.62,98802,139759
176.64,98803,139814
176.66,98751,139590
176.68,98774,139616
176.7,98719,139703
176.72,98886,139993
176.74,98897,139989
176.76,98790,139894
176.78,98809,139920
176.8,98832,139875
176.82,98816,139840
176.84,98858,140074
176.86,98890,140011
176.88,98873,140197
176.9,98964,139987
176.92,98859,139899
176.94,98849,139903
176.96,98832,139849
176.98,98750,139874
177,98825,139926
177.02,98836,139843
177.04,98835,140022
177.06,98915,139845
177.08,98786,139928
177.1,98800,139884
177.12,98764,139934
177.14,98797,139894
177.16,98754,139989
177.18,98909,140012
177.2,98860,139948
177.22,98850,140038
177.24,98868,139986
177.26,98861,139839
177.28,98861,140033
177.3,98871,139960
177.32,98840,140016
177.34,98833,139870
177.36,98864,139857
177.38,98789,139752
177.4,98714,139807
177.42,98819,139963
177.44,98839,140086
177.46,98873,140052
177.48,98841,139915
177.5,98838,139904
177.52,98851,139868
177.54,98916,140020
177.56,98856,139867
177.58,98812,139727
177.6,98790,139840
177.62,98937,140074
177.64,98908,140048
177.66,98857,140020
177.68,98935,140055
177.7,98912,139963
177.72,98851,139893
177.74,98889,139945
177.76,98808,139813
177.78,98768,139792
177.8,98847,140013
177.82,98890,139994
177.84,98832,139779
177.86,98863,140043
177.88,98835,139723
177.9,98793,139806
177.92,98808,139643
177.94,98734,139844
177.96,98948,140012
177.98,98878,139862
178,98844,140019
178.02,98862,139919
178.04,98849,139961
178.06,98800,139962
178.08,98928,139908
178.1,98885,140000
178.12,98834,139888
178.14,98870,139846
178.16,98838,139699
178.18,98810,139731
178.2,98798,139764
178.22,98803,139973
178.24,98809,139812
178.26,98760,139873
178.28,98827,139819
178.3,98819,139657
178.32,98760,139604
178.34,98714,139669
178.36,98760,139832
178.38,98898,140156
178.4,98905,140041
178.42,98863,139953
178.44,98804,140097
178.46,98898,140125
178.48,98931,140165
178.5,98863,139934
178.52,98956,140058
178.54,98940,139928
178.56,98920,140064
178.58,98935,139902
178.6,98805,139877
178.62,98846,139959
178.64,98858,140063
178.66,98808,139856
178.68,98918,140026
178.7,98902,139814
178.72,98850,139922
178.74,98821,139955
178.76,98912,140042
178.78,98898,139891
178.8,98786,139948
178.82,98908,139939
178.84,98855,139900
178.86,98802,139812
178.88,98822,139999
178.9,98897,139876
178.92,98815,139702
178.94,98777,139806
178.96,98844,139728
178.98,98734,139712
179,98751,139850
179.02,98815,139845
179.04,98809,139912
179.06,98867,14000498789
179.08,98751,139909
179.1,98824,139940
179.12,98765,139920
179.14,98853,140028
179.16,98802,139935
179.18,98836,140006
179.2,98835,139891
179.22,98855,139852
179.24,98842,140009
179.26,98792,140052
179.28,98854,139928
179.3,98839,139900
179.32,98848,140090
179.34,98958,140151
179.36,98852,139902
179.38,98763,139865
179.4,98805,139870
179.42,98728,139833
179.44,98773,139809
179.46,98731,139910
179.48,98852,139820
179.5,98805,140137
179.52,98841,139705
179.54,98736,139852
179.56,98857,139773
179.58,98799,139756
179.6,98795,139976
179.62,98814,139861
179.64,98849,140021
179.66,98843,139972
179.68,98849,139868
179.7,98794,139935
179.72,98903,139939
179.74,98902,140239
179.76,98919,140094
179.78,98831,139881
179.8,98824,139889
179.82,98833,139879
179.84,98806,139771
179.86,98812,139879
179.88,98857,139897
179.9,98823,139899
179.92,98806,139833
179.94,98798,139880
179.96,98851,139797
179.98,98757,139695
180,98772,139955
180.02,98865,140133
180.04,98867,140196
180.06,98952,140217
180.08,98868,140011
180.1,98833,139990
180.12,98900,139984
180.14,98853,140057
180.16,98885,140213
180.18,98888,139990
180.2,98797,139916
180.22,98779,139943
180.24,98854,139972
180.26,98852,139948
180.28,98845,139973
180.3,98875,139892
180.32,98832,139956
180.34,98802,139849
180.36,98827,139995
180.38,98839,139943
180.4,98861,140046
180.42,98826,140088
180.44,98880,140130
180.46,98902,140079
180.48,98880,139997
180.5,98834,140085
180.52,98870,139970
180.54,98799,140010
180.56,98898,140083
180.58,98929,139888
180.6,98813,139894
180.62,98752,139866
180.64,98874,139837
180.66,98779,139854
180.68,98800,139948
180.7,98812,139855
180.72,98814,139825
180.74,98834,140062
180.76,98946,140147
180.78,98838,139856
180.8,98850,140121
180.82,98924,140084
180.84,98881,140042
180.86,98890,140166
180.88,98927,140248
180.9,98927,140098
180.92,98920,139910
180.94,98822,139850
180.96,98844,139943
180.98,98846,139837
181,98758,139791
181.02,98892,139839
181.04,98838,139671
181.06,98773,139769
181.08,98802,139759
181.1,98803,139814
181.12,98751,139590
181.14,98774,139616
181.16,98719,139703
181.18,98886,139993
181.2,98897,139989
181.22,98790,139894
181.24,98809,139920
181.26,98832,139875
181.28,98816,139840
181.3,98858,140074
181.32,98890,140011
181.34,98873,140197
181.36,98964,139987
181.38,98859,139899
181.4,98849,139903
181.42,98832,139849
181.44,98750,139874
181.46,98825,139926
181.48,98836,139843
181.5,98835,140022
181.52,98915,139845
181.54,98786,139928
181.56,98800,139884
181.58,98764,139934
181.6,98797,139894
181.62,98754,139989
181.64,98909,140012
181.66,98860,139948
181.68,98850,140038
181.7,98868,139986
181.72,98861,139839
181.74,98861,140033
181.76,98871,139960
181.78,98840,140016
181.8,98833,139870
181.82,98864,139857
181.84,98789,139752
181.86,98714,139807
181.88,98819,139963
181.9,98839,140086
181.92,98873,140052
181.94,98841,139915
181.96,98838,139904
181.98,98851,139868
182,98916,140020
182.02,98856,139867
182.04,98812,139727
182.06,98790,139840
182.08,98937,140074
182.1,98908,140048
182.12,98857,140020
182.14,98935,140055
182.16,98912,139963
182.18,98851,139893
182.2,98889,139945
182.22,98808,139813
182.24,98768,139792
182.26,98847,140013
182.28,98890,139994
