Time Period,IR,RED
419.46,98695,140161
419.48,98593,139666
419.5,98562,139640
419.52,98549,139535
419.54,98580,139810
419.56,98652,139993
419.58,98600,139911
419.6,98549,139793
419.62,98667,139765
419.64,98608,139923
419.66,98687,139903
419.68,98652,139830
419.7,98650,139925
419.72,98647,139837
419.74,98648,139654
419.76,98554,139519
419.78,98543,139713
419.8,98580,139644
419.82,98533,139652
419.84,98625,139840
419.86,98730,139723
419.88,98575,139700
419.9,98649,139752
419.92,98599,139796
419.94,98783,140070
419.96,98762,140021
419.98,98694,139963
420,98671,139945
420.02,98586,139719
420.04,98654,139843
420.06,98574,139760
420.08,98576,139626
420.1,98647,139692
420.12,98567,139596
420.14,98501,139606
420.16,98560,139746
420.18,98606,139686
420.2,98608,139937
420.22,98633,139749
420.24,98591,139592
420.26,98606,139813
420.28,98620,139756
420.3,98539,139680
420.32,98622,139704
420.34,98600,139734
420.36,98584,139729
420.38,98474,139572
420.4,98581,139956
420.42,98643,139820
420.44,98602,139633
420.46,98571,139604
420.48,98584,139768
420.5,98532,139797
420.52,98620,139841
420.54,98606,13981798508
420.56,98495,139513
420.58,98475,139476
420.6,98473,139416
420.62,98442,139710
420.64,98534,139514
420.66,98543,139732
420.68,98515,139582
420.7,98479,139679
420.72,98475,139457
420.74,98439,139339
420.76,98450,139446
420.78,98372,139506
420.8,98480,139527
420.82,98461,139445
420.84,98449,139578
420.86,98430,139350
420.88,98378,139225
420.9,98353,139319
420.92,98388,139353
420.94,98350,139435
420.96,98484,139697
420.98,98602,139813
421,98530,139822
421.02,98539,139671
421.04,98502,139825
421.06,98503,139561
421.08,98473,139885
421.1,98756,140279
421.12,98731,140221
421.14,98705,140282
421.16,98704,140314
421.18,98702,140056
421.2,98597,140089
421.22,98647,139952
421.24,98677,140235
421.26,98683,140011
421.28,98673,140018
421.3,98599,139941
421.32,98615,139865
421.34,98648,139806
421.36,98542,139728
421.38,98379,139461
421.4,98471,139689
421.42,98451,139618
421.44,98522,139702
421.46,98468,139361
421.48,98494,139528
421.5,98515,139678
421.52,98530,139656
421.54,98582,139723
421.56,98531,139662
421.58,98458,139666
421.6,98566,139912
421.62,98569,139751
421.64,98567,139909
421.66,98496,139758
421.68,98629,139874
421.7,98592,139743
421.72,98480,139688
421.74,98437,139633
421.76,98513,139812
421.78,98536,139773
421.8,98576,139836
421.82,98578,139702
421.84,98552,139913
421.86,98610,139574
421.88,98468,139480
421.9,98517,139768
421.92,98598,139776
421.94,98700,140007
421.96,98728,140281
421.98,98649,139977
422,98487,139613
422.02,98514,139414
422.04,98437,139435
422.06,98458,139504
422.08,98508,139511
422.1,98425,139453
422.12,98361,139381
422.14,98421,139344
422.16,98358,139266
422.18,98440,139504
422.2,98448,139470
422.22,98461,139390
422.24,98456,139774
422.26,98583,139625
422.28,98557,139522
422.3,98491,139443
422.32,98494,139397
422.34,98472,139404
422.36,98486,139503
422.38,98449,139546
422.4,98461,139545
422.42,98462,139538
422.44,98479,139756
422.46,98597,139656
422.48,98518,139685
422.5,98559,139830
422.52,98551,139628
422.54,98508,139436
422.56,98495,139513
422.58,98475,139476
422.6,98473,139416
422.62,98442,139710
422.64,98534,139514
422.66,98543,139732
422.68,98515,139582
422.7,98479,139679
422.72,98475,139457
422.74,98439,139339
422.76,98450,139446
422.78,98372,139506
422.8,98480,139527
422.82,98461,139445
422.84,98449,139578
422.86,98430,139350
422.88,98378,139225
422.9,98353,139319
422.92,98388,139353
422.94,98350,139435
422.96,98484,139697
422.98,98602,139813
423,98530,139822
423.02,98539,139671
423.04,98502,139825
423.06,98503,139561
423.08,98473,139885
423.1,98756,140279
423.12,98731,140221
423.14,98705,140282
423.16,98704,140314
423.18,98702,140056
423.2,98597,140089
423.22,98647,139952
423.24,98677,140235
423.26,98683,140011
423.28,98673,140018
423.3,98599,139941
423.32,98615,139865
423.34,98648,139806
423.36,98542,139728
423.38,98379,139461
423.4,98471,139689
423.42,98451,139618
423.44,98522,139702
423.46,98468,139361
423.48,98494,139528
423.5,98515,139678
423.52,98530,139656
423.54,98582,139723
423.56,98531,139662
423.58,98458,139666
423.6,98566,139912
423.62,98569,139751
423.64,98567,139909
423.66,98496,139758
423.68,98629,139874
423.7,98592,139743
423.72,98480,139688
423.74,98437,139633
423.76,98513,139812
423.78,98536,139773
423.8,98576,139836
423.82,98578,139702
423.84,98552,139913
423.86,98610,139574
423.88,98468,139480
423.9,98517,139768
423.92,98598,139776
423.94,98700,140007
423.96,98728,140281
423.98,98649,139977
424,98487,139613
424.02,98514,139414
424.04,98437,139435
424.06,98458,139504
424.08,98508,139511
424.1,98425,139453
424.12,98361,139381
424.14,98421,139344
424.16,98358,139266
424.18,98440,139504
424.2,98448,139470
424.22,98461,139390
424.24,98456,139774
424.26,98583,139625
424.28,98557,139522
424.3,98491,139443
424.32,98494,139397
424.34,98472,139404
424.36,98486,139503
424.38,98449,139546
424.4,98461,139545
424.42,98462,139538
424.44,98479,139756
424.46,98597,139656
424.48,98518,139685
424.5,98559,139830
424.52,98551,139628
424.54,98474,139453
424.56,98445,139491
424.58,98517,139469
424.6,98537,139730
424.62,98609,139584
424.64,98538,139635
424.66,98549,139559
424.68,98435,139371
424.7,98481,139370
424.72,98447,139473
424.74,98516,139658
424.76,98545,139747
424.78,98498,139501
424.8,98529,139823
424.82,98587,139659
424.84,98522,139553
424.86,98406,139632
424.88,98482,139533
424.9,98542,139576
424.92,98476,139440
424.94,98350,139350
424.96,98464,139513
424.98,98500,139691
425,98597,140216
425.02,98587,139777
425.04,98596,139801
425.06,98646,139951
425.08,98642,139838
425.1,98595,139739
425.12,98525,139721
425.14,98548,139787
425.16,98570,139827
425.18,98549,139621
425.2,98514,139774
425.22,98523,139579
425.24,98519,139602
425.26,98584,139643
425.28,98582,139748
425.3,98573,139857
425.32,98556,139854
425.34,98602,139656
425.36,98616,139739
425.38,98620,139621
425.4,98586,139777
425.42,98691,139598
425.44,98554,139551
425.46,98590,139753
425.48,98666,139752
425.5,98614,139704
425.52,98526,139733
425.54,98668,139789
425.56,98606,139658
425.58,98594,139568
425.6,98547,139745
425.62,98582,139608
425.64,98607,139688
425.66,98630,139683
425.68,98579,139646
425.7,98520,139576
425.72,98574,139635
425.74,98638,139562
425.76,98568,139620
425.78,98602,139770
425.8,98645,139964
425.82,98637,139756
425.84,98617,139767
425.86,98774,140173
425.88,98789,139924
425.9,98640,139776
425.92,98591,139728
425.94,98600,139686
425.96,98561,139690
425.98,98583,139522
426,98545,139738
426.02,98576,139583
426.04,98558,139545
426.06,98561,139562
426.08,98550,139566
426.1,98552,139463
426.12,98502,139523
426.14,98586,139497
426.16,98518,139434
426.18,98541,139583
426.2,98607,139654
426.22,98577,139391
426.24,98599,139535
426.26,98587,139590
426.28,98603,139634
426.3,98509,139654
426.32,98596,139597
426.34,98542,139621
426.36,98572,139654
426.38,98568,139625
426.4,98628,139740
426.42,98565,139594
426.44,98643,139703
426.46,98593,139649
426.48,98600,139867
426.5,98607,139843
426.52,98639,139888
426.54,98508,139436
426.56,98495,139513
426.58,98475,139476
426.6,98473,139416
426.62,98442,139710
426.64,98534,139514
426.66,98543,139732
426.68,98515,139582
426.7,98479,139679
426.72,98475,139457
426.74,98439,139339
426.76,98450,139446
426.78,98372,139506
426.8,98480,139527
426.82,98461,139445
426.84,98449,139578
426.86,98430,139350
426.88,98378,139225
426.9,98353,139319
426.92,98388,139353
426.94,98350,139435
426.96,98484,139697
426.98,98602,139813
427,98530,139822
427.02,98539,139671
427.04,98502,139825
427.06,98503,139561
427.08,98473,139885
427.1,98756,140279
427.12,98731,140221
427.14,98705,140282
427.16,98704,140314
427.18,98702,140056
427.2,98597,140089
427.22,98647,139952
427.24,98677,140235
427.26,98683,140011
427.28,98673,140018
427.3,98599,139941
427.32,98615,139865
427.34,98648,139806
427.36,98542,139728
427.38,98379,139461
427.4,98471,139689
427.42,98451,139618
427.44,98522,139702
427.46,98468,139361
427.48,98494,139528
427.5,98515,139678
427.52,98530,139656
427.54,98582,139723
427.56,98531,139662
427.58,98458,139666
427.6,98566,139912
427.62,98569,139751
427.64,98567,139909
427.66,98496,139758
427.68,98629,139874
427.7,98592,139743
427.72,98480,139688
427.74,98437,139633
427.76,98513,139812
427.78,98536,139773
427.8,98576,139836
427.82,98578,139702
427.84,98552,139913
427.86,98610,139574
427.88,98468,139480
427.9,98517,139768
427.92,98598,139776
427.94,98700,140007
427.96,98728,140281
427.98,98649,139977
428,98487,139613
428.02,98514,139414
428.04,98437,139435
428.06,98458,139504
428.08,98508,139511
428.1,98425,139453
428.12,98361,139381
428.14,98421,139344
428.16,98358,139266
428.18,98440,139504
428.2,98448,139470
428.22,98461,139390
428.24,98456,139774
428.26,98583,139625
428.28,98557,139522
428.3,98491,139443
428.32,98494,139397
428.34,98472,139404
428.36,98486,139503
428.38,98449,139546
428.4,98461,139545
428.42,98462,139538
428.44,98479,139756
428.46,98597,139656
428.48,98518,139685
428.5,98559,139830
428.52,98551,139628
428.54,98474,139453
428.56,98445,139491
428.58,98517,139469
428.6,98537,139730
428.62,98609,139584
428.64,98538,139635
428.66,98549,139559
428.68,98435,139371
428.7,98481,139370
428.72,98447,139473
428.74,98516,139658
428.76,98545,139747
428.78,98498,139501
428.8,98529,139823
428.82,98587,139659
428.84,98522,139553
428.86,98406,139632
428.88,98482,139533
428.9,98542,139576
428.92,98476,139440
428.94,98350,139350
428.96,98464,139513
428.98,98500,139691
429,98597,140216
429.02,98587,139777
429.04,98596,139801
429.06,98646,139951
429.08,98642,139838
429.1,98595,139739
429.12,98525,139721
429.14,98548,139787
429.16,98570,139827
429.18,98549,139621
429.2,98514,139774
429.22,98523,139579
429.24,98519,139602
429.26,98584,139643
429.28,98582,139748
429.3,98573,139857
429.32,98556,139854
429.34,98602,139656
429.36,98616,139739
429.38,98620,139621
429.4,98586,139777
429.42,98691,139598
429.44,98554,139551
429.46,98590,139753
429.48,98666,139752
429.5,98614,139704
429.52,98526,139733
429.54,98668,139789
429.56,98606,139658
429.58,98594,139568
429.6,98547,139745
429.62,98582,139608
429.64,98607,139688
429.66,98630,139683
429.68,98579,139646
429.7,98520,139576
429.72,98574,139635
429.74,98638,139562
429.76,98568,139620
429.78,98602,139770
429.8,98645,139964
429.82,98637,139756
429.84,98617,139767
429.86,98774,140173
429.88,98789,139924
429.9,98640,139776
429.92,98591,139728
429.94,98600,139686
429.96,98561,139690
429.98,98583,139522
430,98545,139738
430.02,98576,139583
430.04,98558,139545
430.06,98561,139562
430.08,98550,139566
430.1,98552,139463
430.12,98502,139523
430.14,98586,139497
430.16,98518,139434
430.18,98541,139583
430.2,98607,139654
430.22,98577,139391
430.24,98599,139535
430.26,98587,139590
430.28,98603,139634
430.3,98509,139654
430.32,98596,139597
430.34,98542,139621
430.36,98572,139654
430.38,98568,139625
430.4,98628,139740
430.42,98565,139594
430.44,98643,139703
430.46,98593,139649
430.48,98600,139867
430.5,98607,139843
430.52,98639,139888
430.54,98660,139885
430.56,98647,140201
430.58,98744,139914
430.6,98592,139722
430.62,98698,139813
430.64,98684,139736
430.66,98658,139945
430.68,98661,139947
430.7,98597,139699
430.72,98498,139639
430.74,98598,139665
430.76,98730,139976
430.78,98696,139841
430.8,98617,139871
430.82,98670,139893
430.84,98663,139671
430.86,98577,139546
430.88,98550,139657
430.9,98605,139819
430.92,98590,139707
430.94,98547,139644
430.96,98659,139955
430.98,98703,139795
431,98615,13983598508
431.02,98495,139513
431.04,98475,139476
431.06,98473,139416
431.08,98442,139710
431.1,98534,139514
431.12,98543,139732
431.14,98515,139582
431.16,98479,139679
431.18,98475,139457
431.2,98439,139339
431.22,98450,139446
431.24,98372,139506
431.26,98480,139527
431.28,98461,139445
431.3,98449,139578
431.32,98430,139350
431.34,98378,139225
431.36,98353,139319
431.38,98388,139353
431.4,98350,139435
431.42,98484,139697
431.44,98602,139813
431.46,98530,139822
431.48,98539,139671
431.5,98502,139825
431.52,98503,139561
431.54,98473,139885
431.56,98756,140279
431.58,98731,140221
431.6,98705,140282
431.62,98704,140314
431.64,98702,140056
431.66,98597,140089
431.68,98647,139952
431.7,98677,140235
431.72,98683,140011
431.74,98673,140018
431.76,98599,139941
431.78,98615,139865
431.8,98648,139806
431.82,98542,139728
431.84,98379,139461
431.86,98471,139689
431.88,98451,139618
431.9,98522,139702
431.92,98468,139361
431.94,98494,139528
431.96,98515,139678
431.98,98530,139656
432,98582,139723
432.02,98531,139662
432.04,98458,139666
432.06,98566,139912
432.08,98569,139751
432.1,98567,139909
432.12,98496,139758
432.14,98629,139874
432.16,98592,139743
432.18,98480,139688
432.2,98437,139633
432.22,98513,139812
432.24,98536,139773
432.26,98576,139836
432.28,98578,139702
432.3,98552,139913
432.32,98610,139574
432.34,98468,139480
432.36,98517,139768
432.38,98598,139776
432.4,98700,140007
432.42,98728,140281
432.44,98649,139977
432.46,98487,139613
432.48,98514,139414
432.5,98437,139435
432.52,98458,139504
432.54,98508,139511
432.56,98425,139453
432.58,98361,139381
432.6,98421,139344
432.62,98358,139266
432.64,98440,139504
432.66,98448,139470
432.68,98461,139390
432.7,98456,139774
432.72,98583,139625
432.74,98557,139522
432.76,98491,139443
432.78,98494,139397
432.8,98472,139404
432.82,98486,139503
432.84,98449,139546
432.86,98461,139545
432.88,98462,139538
432.9,98479,139756
432.92,98597,139656
432.94,98518,139685
432.96,98559,139830
432.98,98551,139628
433,98474,139453
433.02,98445,139491
433.04,98517,139469
433.06,98537,139730
433.08,98609,139584
433.1,98538,139635
433.12,98549,139559
433.14,98435,139371
433.16,98481,139370
433.18,98447,139473
433.2,98516,139658
433.22,98545,139747
433.24,98498,139501
433.26,98529,139823
433.28,98587,139659
433.3,98522,139553
433.32,98406,139632
433.34,98482,139533
433.36,98542,139576
433.38,98476,139440
433.4,98350,139350
433.42,98464,139513
433.44,98500,139691
433.46,98597,140216
433.48,98587,139777
433.5,98596,139801
433.52,98646,139951
433.54,98642,139838
433.56,98595,139739
433.58,98525,139721
433.6,98548,139787
433.62,98570,139827
433.64,98549,139621
433.66,98514,139774
433.68,98523,139579
433.7,98519,139602
433.72,98584,139643
433.74,98582,139748
433.76,98573,139857
433.78,98556,139854
433.8,98602,139656
433.82,98616,139739
433.84,98620,139621
433.86,98586,139777
433.88,98691,139598
433.9,98554,139551
433.92,98590,139753
433.94,98666,139752
433.96,98614,139704
433.98,98526,139733
434,98668,139789
434.02,98606,139658
434.04,98594,139568
434.06,98547,139745
434.08,98582,139608
434.1,98607,139688
434.12,98630,139683
434.14,98579,139646
434.16,98520,139576
434.18,98574,139635
434.2,98638,139562
434.22,98568,139620
434.24,98602,139770
434.26,98645,139964
434.28,98637,139756
434.3,98617,139767
434.32,98774,140173
434.34,98789,139924
434.36,98640,139776
434.38,98591,139728
434.4,98600,139686
434.42,98561,139690
434.44,98583,139522
434.46,98545,139738
434.48,98576,139583
434.5,98558,139545
434.52,98561,139562
434.54,98550,139566
434.56,98552,139463
434.58,98502,139523
434.6,98586,139497
434.62,98518,139434
434.64,98541,139583
434.66,98607,139654
434.68,98577,139391
434.7,98599,139535
434.72,98587,139590
434.74,98603,139634
434.76,98509,139654
434.78,98596,139597
434.8,98542,139621
434.82,98572,139654
434.84,98568,139625
434.86,98628,139740
434.88,98565,139594
434.9,98643,139703
434.92,98593,139649
434.94,98600,139867
434.96,98607,139843
434.98,98639,139888
435,98660,139885
435.02,98647,140201
435.04,98744,139914
435.06,98592,139722
435.08,98698,139813
435.1,98684,139736
435.12,98658,139945
435.14,98661,139947
435.16,98597,139699
435.18,98498,139639
435.2,98598,139665
435.22,98730,139976
435.24,98696,139841
435.26,98617,139871
435.28,98670,139893
435.3,98663,139671
435.32,98577,139546
435.34,98550,139657
435.36,98605,139819
435.38,98590,139707
435.4,98547,139644
435.42,98659,139955
435.44,98703,139795
435.46,98615,13983598508
435.48,98495,139513
435.5,98475,139476
435.52,98473,139416
435.54,98442,139710
435.56,98534,139514
435.58,98543,139732
435.6,98515,139582
435.62,98479,139679
435.64,98475,139457
435.66,98439,139339
435.68,98450,139446
435.7,98372,139506
435.72,98480,139527
435.74,98461,139445
435.76,98449,139578
435.78,98430,139350
435.8,98378,139225
435.82,98353,139319
435.84,98388,139353
435.86,98350,139435
435.88,98484,139697
435.9,98602,139813
435.92,98530,139822
435.94,98539,139671
435.96,98502,139825
435.98,98503,139561
436,98473,139885
436.02,98756,140279
436.04,98731,140221
436.06,98705,140282
436.08,98704,140314
436.1,98702,140056
436.12,98597,140089
436.14,98647,139952
436.16,98677,140235
436.18,98683,140011
436.2,98673,140018
436.22,98599,139941
436.24,98615,139865
436.26,98648,139806
436.28,98542,139728
436.3,98379,139461
436.32,98471,139689
436.34,98451,139618
436.36,98522,139702
436.38,98468,139361
436.4,98494,139528
436.42,98515,139678
436.44,98530,139656
436.46,98582,139723
436.48,98531,139662
436.5,98458,139666
436.52,98566,139912
436.54,98569,139751
436.56,98567,139909
436.58,98496,139758
436.6,98629,139874
436.62,98592,139743
436.64,98480,139688
436.66,98437,139633
436.68,98513,139812
436.7,98536,139773
436.72,98576,139836
436.74,98578,139702
436.76,98552,139913
436.78,98610,139574
436.8,98468,139480
436.82,98517,139768
436.84,98598,139776
436.86,98700,140007
436.88,98728,140281
436.9,98649,139977
436.92,98487,139613
436.94,98514,139414
436.96,98437,139435
436.98,98458,139504
437,98508,139511
437.02,98425,139453
437.04,98361,139381
437.06,98421,139344
437.08,98358,139266
437.1,98440,139504
437.12,98448,139470
437.14,98461,139390
437.16,98456,139774
437.18,98583,139625
437.2,98557,139522
437.22,98491,139443
437.24,98494,139397
437.26,98472,139404
437.28,98486,139503
437.3,98449,139546
437.32,98461,139545
437.34,98462,139538
437.36,98479,139756
437.38,98597,139656
437.4,98518,139685
437.42,98559,139830
437.44,98551,139628
437.46,98474,139453
437.48,98445,139491
437.5,98517,139469
437.52,98537,139730
437.54,98609,139584
437.56,98538,139635
437.58,98549,139559
437.6,98435,139371
437.62,98481,139370
437.64,98447,139473
437.66,98516,139658
437.68,98545,139747
437.7,98498,139501
437.72,98529,139823
437.74,98587,139659
437.76,98522,139553
437.78,98406,139632
437.8,98482,139533
437.82,98542,139576
437.84,98476,139440
437.86,98350,139350
437.88,98464,139513
437.9,98500,139691
437.92,98597,140216
437.94,98587,139777
437.96,98596,139801
437.98,98646,139951
438,98642,139838
438.02,98595,139739
438.04,98525,139721
438.06,98548,139787
438.08,98570,139827
438.1,98549,139621
438.12,98514,139774
438.14,98523,139579
438.16,98519,139602
438.18,98584,139643
438.2,98582,139748
438.22,98573,139857
438.24,98556,139854
438.26,98602,139656
438.28,98616,139739
438.3,98620,139621
438.32,98586,139777
438.34,98691,139598
438.36,98554,139551
438.38,98590,139753
438.4,98666,139752
438.42,98614,139704
438.44,98526,139733
438.46,98668,139789
438.48,98606,139658
438.5,98594,139568
438.52,98547,139745
438.54,98582,139608
438.56,98607,139688
438.58,98630,139683
438.6,98579,139646
438.62,98520,139576
438.64,98574,139635
438.66,98638,139562
438.68,98568,139620
438.7,98602,139770
438.72,98645,139964
438.74,98637,139756
438.76,98617,139767
438.78,98774,140173
438.8,98789,139924
438.82,98640,139776
438.84,98591,139728
438.86,98600,139686
438.88,98561,139690
438.9,98583,139522
438.92,98545,139738
438.94,98576,139583
438.96,98558,139545
438.98,98561,139562
439,98550,139566
439.02,98552,139463
439.04,98502,139523
439.06,98586,139497
439.08,98518,139434
439.1,98541,139583
439.12,98607,139654
439.14,98577,139391
439.16,98599,139535
439.18,98587,139590
439.2,98603,139634
439.22,98509,139654
439.24,98596,139597
439.26,98542,139621
439.28,98572,139654
439.3,98568,139625
439.32,98628,139740
439.34,98565,139594
439.36,98643,139703
439.38,98593,139649
439.4,98600,139867
439.42,98607,139843
439.44,98639,139888
439.46,98660,139885
439.48,98647,140201
439.5,98744,139914
439.52,98592,139722
439.54,98698,139813
439.56,98684,139736
439.58,98658,139945
439.6,98661,139947
439.62,98597,139699
439.64,98498,139639
439.66,98598,139665
439.68,98730,139976
439.7,98696,139841
439.72,98617,139871
439.74,98670,139893
439.76,98663,139671
439.78,98577,139546
439.8,98550,139657
439.82,98605,139819
439.84,98590,139707
439.86,98547,139644
439.88,98659,139955
439.9,98703,139795
439.92,98615,13983598534
439.94,98584,139686
439.96,98613,139845
439.98,98513,139601
440,98518,139560
440.02,98531,139623
440.04,98527,139471
440.06,98596,139658
440.08,98564,139565
440.1,98556,139572
440.12,98534,139466
440.14,98508,139419
440.16,98504,139338
440.18,98464,139314
440.2,98413,139283
440.22,98432,139271
440.24,98476,139465
440.26,98467,139433
440.28,98430,139424
440.3,98561,139605
440.32,98521,139425
440.34,98579,139803
440.36,98670,140032
440.38,98619,139816
440.4,98561,139628
440.42,98626,139694
440.44,98572,139683
440.46,98572,139604
440.48,98553,139662
440.5,98515,139683
440.52,98506,139413
440.54,98444,139313
440.56,98412,139366
440.58,98432,139320
440.6,98497,139391
440.62,98449,139339
440.64,98447,139319
440.66,98475,139387
440.68,98462,139421
440.7,98495,139819
440.72,98589,139681
440.74,98652,139871
440.76,98673,140008
440.78,98779,140037
440.8,98677,139856
440.82,98626,139591
440.84,98546,139560
440.86,98476,139500
440.88,98564,139541
440.9,98554,139445
440.92,98454,139091
440.94,98361,139181
440.96,98453,139260
440.98,98468,139269
441,98482,139492
441.02,98529,139580
441.04,98544,139645
441.06,98632,139660
441.08,98558,139328
441.1,98487,139540
441.12,98491,139233
441.14,98525,139335
441.16,98529,139475
441.18,98486,139609
441.2,98623,139690
441.22,98692,139784
441.24,98604,139746
441.26,98594,139771
441.28,98643,139810
441.3,98644,139656
441.32,98545,139654
441.34,98568,139607
441.36,98527,139570
441.38,98612,139577
441.4,98568,139552
441.42,98524,139571
441.44,98556,139674
441.46,98591,139568
441.48,98536,139766
441.5,98591,139471
441.52,98472,139295
441.54,98466,139548
441.56,98543,139458
441.58,98447,139486
441.6,98585,139591
441.62,98661,139679
441.64,98569,139688
441.66,98596,139712
441.68,98656,139841
441.7,98595,139521
441.72,98533,139667
441.74,98620,139764
441.76,98548,139597
441.78,98542,139525
441.8,98544,139549
441.82,98540,139542
441.84,98594,139720
441.86,98587,139726
441.88,98718,140063
441.9,98610,139738
441.92,98534,139418
441.94,98584,139686
441.96,98613,139845
441.98,98513,139601
442,98518,139560
442.02,98531,139623
442.04,98527,139471
442.06,98596,139658
442.08,98564,139565
442.1,98556,139572
442.12,98534,139466
442.14,98508,139419
442.16,98504,139338
442.18,98464,139314
442.2,98413,139283
442.22,98432,139271
442.24,98476,139465
442.26,98467,139433
442.28,98430,139424
442.3,98561,139605
442.32,98521,139425
442.34,98579,139803
442.36,98670,140032
442.38,98619,139816
442.4,98561,139628
442.42,98626,139694
442.44,98572,139683
442.46,98572,139604
442.48,98553,139662
442.5,98515,139683
442.52,98506,139413
442.54,98444,139313
442.56,98412,139366
442.58,98432,139320
442.6,98497,139391
442.62,98449,139339
442.64,98447,139319
442.66,98475,139387
442.68,98462,139421
442.7,98495,139819
442.72,98589,139681
442.74,98652,139871
442.76,98673,140008
442.78,98779,140037
442.8,98677,139856
442.82,98626,139591
442.84,98546,139560
442.86,98476,139500
442.88,98564,139541
442.9,98554,139445
442.92,98454,139091
442.94,98361,139181
442.96,98453,139260
442.98,98468,139269
443,98482,139492
443.02,98529,139580
443.04,98544,139645
443.06,98632,139660
443.08,98558,139328
443.1,98487,139540
443.12,98491,139233
443.14,98525,139335
443.16,98529,139475
443.18,98486,139609
443.2,98623,139690
443.22,98692,139784
443.24,98604,139746
443.26,98594,139771
443.28,98643,139810
443.3,98644,139656
443.32,98545,139654
443.34,98568,139607
443.36,98527,139570
443.38,98612,139577
443.4,98568,139552
443.42,98524,139571
443.44,98556,139674
443.46,98591,139568
443.48,98536,139766
443.5,98591,139471
443.52,98472,139295
443.54,98466,139548
443.56,98543,139458
443.58,98447,139486
443.6,98585,139591
443.62,98661,139679
443.64,98569,139688
443.66,98596,139712
443.68,98656,139841
443.7,98595,139521
443.72,98533,139667
443.74,98620,139764
443.76,98548,139597
443.78,98542,139525
443.8,98544,139549
443.82,98540,139542
443.84,98594,139720
443.86,98587,139726
443.88,98718,140063
443.9,98610,139738
443.92,98804,140001
443.94,98690,139838
443.96,98581,139634
443.98,98599,139659
444,98596,139806
444.02,98587,139682
444.04,98602,139664
444.06,98611,139791
444.08,98598,139571
444.1,98643,139690
444.12,98601,139626
444.14,98548,139645
444.16,98684,139764
444.18,98627,139589
444.2,98624,139713
444.22,98615,139595
444.24,98554,139800
444.26,98784,140014
444.28,98683,139693
444.3,98713,139919
444.32,98803,139851
444.34,98626,139534
444.36,98601,139664
444.38,98681,139685
444.4,98613,139666
444.42,98641,139807
444.44,98638,139732
444.46,98605,139888
444.48,98659,139815
444.5,98663,139737
444.52,98604,139630
444.54,98621,139601
444.56,98682,139698
444.58,98633,139653
444.6,98574,139597
444.62,98711,139566
444.64,98721,139810
444.66,98736,139709
444.68,98636,139452
444.7,98587,139675
444.72,98697,139680
444.74,98656,139543
444.76,98676,139836
444.78,98664,139593
444.8,98574,139682
444.82,98719,139691
444.84,98692,139852
444.86,98757,139889
444.88,98697,139693
444.9,98640,139765
444.92,98714,139874
444.94,98682,139751
444.96,98638,139661
444.98,98624,139744
445,98704,139801
445.02,98666,139810
445.04,98676,139816
445.06,98654,139735
445.08,98704,139707
445.1,98656,139653
445.12,98582,139574
445.14,98626,139679
445.16,98670,139671
445.18,98634,139742
445.2,98650,139694
445.22,98636,139758
445.24,98650,139834
445.26,98657,139694
445.28,98633,139689
445.3,98620,139662
445.32,98566,139565
445.34,98618,139717
445.36,98612,139653
445.38,98588,139756
445.4,98670,140066
445.42,98693,139901
445.44,98726,140078
445.46,98685,139655
445.48,98543,139633
445.5,98671,139941
445.52,98669,139726
445.54,98618,139738
445.56,98628,139699
445.58,98609,139778
445.6,98661,139843
445.62,98660,139847
445.64,98719,139978
445.66,98626,139673
445.68,98644,139704
445.7,98631,139786
445.72,98690,139704
445.74,98609,139668
445.76,98593,139697
445.78,98611,139703
445.8,98698,139777
445.82,98618,139718
445.84,98686,140009
445.86,98642,139752
445.88,98622,139827
445.9,98611,139840
445.92,98534,139418
445.94,98584,139686
445.96,98613,139845
445.98,98513,139601
446,98518,139560
446.02,98531,139623
446.04,98527,139471
446.06,98596,139658
446.08,98564,139565
446.1,98556,139572
446.12,98534,139466
446.14,98508,139419
446.16,98504,139338
446.18,98464,139314
446.2,98413,139283
446.22,98432,139271
446.24,98476,139465
446.26,98467,139433
446.28,98430,139424
446.3,98561,139605
446.32,98521,139425
446.34,98579,139803
446.36,98670,140032
446.38,98619,139816
446.4,98561,139628
446.42,98626,139694
446.44,98572,139683
446.46,98572,139604
446.48,98553,139662
446.5,98515,139683
446.52,98506,139413
446.54,98444,139313
446.56,98412,139366
446.58,98432,139320
446.6,98497,139391
446.62,98449,139339
446.64,98447,139319
446.66,98475,139387
446.68,98462,139421
446.7,98495,139819
446.72,98589,139681
446.74,98652,139871
446.76,98673,140008
446.78,98779,140037
446.8,98677,139856
446.82,98626,139591
446.84,98546,139560
446.86,98476,139500
446.88,98564,139541
446.9,98554,139445
446.92,98454,139091
446.94,98361,139181
446.96,98453,139260
446.98,98468,139269
447,98482,139492
447.02,98529,139580
447.04,98544,139645
447.06,98632,139660
447.08,98558,139328
447.1,98487,139540
447.12,98491,139233
447.14,98525,139335
447.16,98529,139475
447.18,98486,139609
447.2,98623,139690
447.22,98692,139784
447.24,98604,139746
447.26,98594,139771
447.28,98643,139810
447.3,98644,139656
447.32,98545,139654
447.34,98568,139607
447.36,98527,139570
447.38,98612,139577
447.4,98568,139552
447.42,98524,139571
447.44,98556,139674
447.46,98591,139568
447.48,98536,139766
447.5,98591,139471
